Customer ID,Region,Satisfaction Score (1–10)
C01695,South,7
C01696,South,10
C01697,West,2
C01698,South,2
C01699,South,2
C01700,East,1
C01701,East,6
C01702,East,6
C01703,East,1
C01704,East,1
C01705,North,6
C01706,West,6
C01707,Central,4
C01708,East,3
C01709,West,9
C01710,Central,6
C01711,South,1
C01712,South,3
C01713,West,1
C01714,North,3
C01715,North,2
C01716,West,5
C01717,North,3
C01718,North,7
C01719,South,8
C01720,North,7
C01721,North,2
C01722,West,10
C01723,North,10
C01724,East,7
C01725,East,10
C01726,West,3
C01727,East,7
C01728,South,1
C01729,West,2
C01730,North,10
C01731,East,1
C01732,South,9
C01733,West,2
C01734,West,2
C01735,North,6
C01736,Central,7
C01737,East,2
C01738,South,4
C01739,West,3
C01740,East,5
C01741,South,9
C01742,South,2
C01743,West,5
C01744,East,8
C01745,South,6
C01746,West,4
C01747,East,10
C01748,East,8
C01749,West,3
C01750,East,4
C01751,Central,9
C01752,South,5
C01753,South,6
C01754,East,2
C01755,West,9
C01756,North,8
C01757,East,7
C01758,North,9
C01759,East,5
C01760,North,5
C01761,East,9
C01762,West,5
C01763,North,9
C01764,Central,1
C01765,West,10
C01766,East,10
C01767,North,8
C01768,South,3
C01769,West,8
C01770,North,5
C01771,West,2
C01772,North,9
C01773,South,4
C01774,Central,7
C01775,South,8
C01776,East,7
C01777,West,6
C01778,Central,7
C01779,West,4
C01780,North,10
C01781,East,1
C01782,East,5
C01783,West,8
C01784,East,10
C01785,West,6
C01786,North,5
C01787,North,2
C01788,West,10
C01789,South,5
C01790,South,10
C01791,North,3
C01792,Central,2
C01793,South,3
C01794,West,4
C01795,North,2
C01796,East,4
C01797,East,4
C01798,South,6
C01799,Central,5
C01800,South,7
C01801,Central,7
C01802,South,3
C01803,East,9
C01804,Central,7
C01805,East,7
C01806,West,2
C01807,West,10
C01808,North,3
C01809,East,3
C01810,East,6
C01811,North,4
C01812,West,4
C01813,West,1
C01814,Central,6
C01815,Central,8
C01816,West,8
C01817,South,8
C01818,East,5
C01819,Central,10
C01820,South,6
C01821,Central,5
C01822,North,4
C01823,East,4
C01824,Central,4
C01825,West,4
C01826,North,6
C01827,North,6
C01828,West,5
C01829,North,9
C01830,East,8
C01831,Central,10
C01832,North,6
C01833,East,9
C01834,West,5
C01835,Central,10
C01836,West,4
C01837,Central,6
C01838,North,4
C01839,North,8
C01840,Central,7
C01841,East,5
C01842,East,10
C01843,East,6
C01844,South,7
C01845,East,2
C01846,North,9
C01847,South,7
C01848,East,8
C01849,North,5
C01850,South,3
C01851,North,2
C01852,Central,2
C01853,North,3
C01854,South,1
C01855,East,1
C01856,South,7
C01857,East,10
C01858,East,8
C01859,West,6
C01860,Central,7
C01861,West,1
C01862,South,1
C01863,West,9
C01864,East,5
C01865,South,7
C01866,West,6
C01867,North,4
C01868,Central,1
C01869,North,4
C01870,South,10
C01871,West,10
C01872,East,8
C01873,West,1
C01874,South,2
C01875,South,8
C01876,South,2
C01877,South,10
C01878,West,9
C01879,North,3
C01880,East,3
C01881,East,6
C01882,Central,3
C01883,South,9
C01884,South,8
C01885,South,4
C01886,North,6
C01887,South,8
C01888,Central,4
C01889,Central,5
C01890,North,7
C01891,South,8
C01892,West,7
C01893,West,8
C01894,East,4
C01895,North,1
C01896,West,6
C01897,East,5
C01898,Central,4
C01899,East,2
C01900,South,1
C01901,South,9
C01902,Central,2
C01903,North,9
C01904,South,6
C01905,South,6
C01906,East,2
C01907,East,6
C01908,East,3
C01909,West,7
C01910,Central,10
C01911,North,4
C01912,East,9
C01913,North,5
C01914,East,10
C01915,South,3
C01916,North,1
C01917,West,1
C01918,East,4
C01919,Central,10
C01920,South,10
C01921,East,4
C01922,North,9
C01923,East,8
C01924,South,4
C01925,Central,6
C01926,Central,7
C01927,Central,10
C01928,South,8
C01929,East,4
C01930,South,1
C01931,South,5
C01932,East,1
C01933,West,4
C01934,Central,7
C01935,North,7
C01936,North,1
C01937,East,9
C01938,North,2
C01939,West,5
C01940,South,6
C01941,Central,1
C01942,North,2
C01943,North,7
C01944,East,6
C01945,East,6
C01946,South,6
C01947,Central,7
C01948,North,10
C01949,South,9
C01950,Central,9
C01951,South,2
C01952,North,2
C01953,East,5
C01954,East,10
C01955,East,7
C01956,West,3
C01957,South,3
C01958,North,4
C01959,South,3
C01960,East,3
C01961,South,8
C01962,Central,7
C01963,South,7
C01964,West,10
C01965,West,2
C01966,East,9
C01967,North,6
C01968,Central,3
C01969,North,9
C01970,North,9
C01971,Central,6
C01972,West,10
C01973,East,6
C01974,South,8
C01975,West,8
C01976,East,6
C01977,West,7
C01978,Central,4
C01979,North,1
C01980,Central,4
C01981,South,8
C01982,Central,8
C01983,North,2
C01984,West,7
C01985,East,1
C01986,South,2
C01987,West,8
C01988,East,10
C01989,North,4
C01990,Central,3
C01991,West,2
C01992,East,6
C01993,East,4
C01994,Central,3
C01995,West,3
C01996,West,10
C01997,North,3
C01998,West,8
C01999,Central,9
C02000,West,9
C02001,North,5
C02002,East,1
C02003,West,10
C02004,Central,5
C02005,West,1
C02006,South,9
C02007,North,10
C02008,East,8
C02009,South,7
C02010,Central,2
C02011,West,2
C02012,North,4
C02013,West,9
C02014,West,9
C02015,West,8
C02016,West,5
C02017,North,7
C02018,South,9
C02019,Central,3
C02020,South,4
C02021,North,2
C02022,Central,9
C02023,East,7
C02024,South,6
C02025,North,5
C02026,North,7
C02027,North,3
C02028,Central,5
C02029,West,2
C02030,East,5
C02031,Central,7
C02032,Central,10
C02033,South,7
C02034,East,9
C02035,North,3
C02036,Central,8
C02037,East,5
C02038,South,7
C02039,West,1
C02040,East,1
C02041,North,4
C02042,Central,5
C02043,West,10
C02044,South,3
C02045,North,6
C02046,West,3
C02047,South,5
C02048,North,1
C02049,Central,3
C02050,South,7
C02051,West,3
C02052,North,5
C02053,East,7
C02054,North,2
C02055,West,3
C02056,West,4
C02057,East,5
C02058,West,9
C02059,North,9
C02060,South,4
C02061,North,9
C02062,West,4
C02063,East,2
C02064,East,10
C02065,Central,1
C02066,East,7
C02067,East,4
C02068,West,8
C02069,South,8
C02070,South,8
C02071,West,6
C02072,East,9
C02073,North,4
C02074,South,5
C02075,West,4
C02076,North,5
C02077,East,2
C02078,West,5
C02079,South,10
C02080,North,8
C02081,North,9
C02082,South,7
C02083,North,7
C02084,South,6
C02085,West,2
C02086,Central,10
C02087,East,10
C02088,West,9
C02089,East,5
C02090,East,6
C02091,South,1
C02092,Central,5
C02093,East,6
C02094,East,10
C02095,West,2
C02096,Central,7
C02097,Central,4
C02098,East,5
C02099,Central,3
C02100,West,5
C02101,South,4
C02102,East,10
C02103,North,6
C02104,East,2
C02105,East,3
C02106,South,10
C02107,North,1
C02108,North,7
C02109,North,9
C02110,South,2
C02111,Central,7
C02112,North,3
C02113,Central,5
C02114,West,6
C02115,South,8
C02116,Central,4
C02117,North,2
C02118,North,3
C02119,Central,8
C02120,Central,7
C02121,West,6
C02122,South,5
C02123,East,5
C02124,West,1
C02125,West,6
C02126,West,9
C02127,North,8
C02128,Central,10
C02129,South,1
C02130,North,6
C02131,West,3
C02132,South,6
C02133,North,9
C02134,East,6
C02135,West,8
C02136,North,6
C02137,North,6
C02138,West,7
C02139,East,10
C02140,Central,4
C02141,East,8
C02142,West,4
C02143,Central,7
C02144,North,1
C02145,East,9
C02146,East,10
C02147,Central,9
C02148,North,7
C02149,East,8
C02150,Central,2
C02151,East,10
C02152,North,10
C02153,North,7
C02154,South,1
C02155,Central,3
C02156,West,6
C02157,East,5
C02158,North,5
C02159,East,9
C02160,East,6
C02161,West,3
C02162,North,2
C02163,South,9
C02164,Central,10
C02165,East,4
C02166,West,5
C02167,West,9
C02168,Central,5
C02169,Central,7
C02170,North,2
C02171,East,2
C02172,East,4
C02173,Central,8
C02174,South,2
C02175,East,10
C02176,West,7
C02177,Central,1
C02178,East,9
C02179,North,10
C02180,Central,6
C02181,West,1
C02182,North,10
C02183,Central,6
C02184,Central,5
C02185,East,5
C02186,North,5
C02187,Central,4
C02188,West,7
C02189,North,9
C02190,East,4
C02191,South,2
C02192,Central,2
C02193,South,2
C02194,Central,7
C02195,East,4
C02196,East,4
C02197,East,1
C02198,East,4
C02199,North,6
C02200,North,2
C02201,Central,4
C02202,North,7
C02203,Central,9
C02204,North,2
C02205,North,8
C02206,North,6
C02207,West,8
C02208,East,2
C02209,West,1
C02210,North,7
C02211,North,9
C02212,West,9
C02213,Central,2
C02214,East,4
C02215,Central,1
C02216,East,7
C02217,South,2
C02218,East,4
C02219,Central,2
C02220,East,1
C02221,South,7
C02222,South,6
C02223,North,2
C02224,South,4
C02225,West,3
C02226,Central,3
C02227,West,3
C02228,West,4
C02229,Central,1
C02230,West,1
C02231,West,7
C02232,West,5
C02233,South,3
C02234,Central,9
C02235,Central,5
C02236,Central,10
C02237,West,3
C02238,South,9
C02239,Central,1
C02240,East,9
C02241,Central,5
C02242,North,6
C02243,East,2
C02244,Central,8
C02245,West,3
C02246,Central,1
C02247,South,7
C02248,South,3
C02249,Central,4
C02250,West,5
C02251,West,1
C02252,West,9
C02253,Central,7
C02254,Central,2
C02255,North,1
C02256,South,2
C02257,East,3
C02258,East,3
C02259,South,8
C02260,North,5
C02261,South,9
C02262,North,3
C02263,North,6
C02264,West,4
C02265,South,8
C02266,East,1
C02267,Central,4
C02268,Central,7
C02269,South,9
C02270,Central,1
C02271,North,8
C02272,Central,2
C02273,North,4
C02274,North,4
C02275,East,8
C02276,Central,2
C02277,East,7
C02278,Central,3
C02279,North,9
C02280,Central,5
C02281,East,8
C02282,West,5
C02283,East,1
C02284,West,9
C02285,South,10
C02286,East,7
C02287,Central,4
C02288,West,7
C02289,Central,5
C02290,West,10
C02291,East,9
C02292,East,2
C02293,Central,4
C02294,East,6
C02295,Central,5
C02296,North,1
C02297,West,9
C02298,Central,9
C02299,West,3
C02300,North,4
C02301,West,4
C02302,Central,10
C02303,East,8
C02304,West,6
C02305,West,2
C02306,North,4
C02307,South,1
C02308,East,3
C02309,Central,4
C02310,North,8
C02311,Central,3
C02312,Central,5
C02313,West,1
C02314,North,4
C02315,North,2
C02316,East,4
C02317,South,5
C02318,Central,3
C02319,East,6
C02320,East,2
C02321,Central,5
C02322,West,4
C02323,West,5
C02324,Central,9
C02325,North,6
C02326,South,7
C02327,West,8
C02328,South,9
C02329,East,5
C02330,East,8
C02331,Central,2
C02332,Central,10
C02333,Central,9
C02334,West,2
C02335,South,5
C02336,East,6
C02337,South,4
C02338,West,8
C02339,South,10
C02340,South,3
C02341,Central,5
C02342,South,2
C02343,South,3
C02344,South,8
C02345,North,5
C02346,East,3
C02347,East,5
C02348,South,9
C02349,Central,3
C02350,Central,10
C02351,Central,7
C02352,East,8
C02353,West,5
C02354,South,3
C02355,East,6
C02356,Central,3
C02357,East,9
C02358,East,2
C02359,East,3
C02360,Central,7
C02361,West,10
C02362,North,8
C02363,South,5
C02364,South,5
C02365,East,5
C02366,West,4
C02367,Central,9
C02368,North,6
C02369,North,8
C02370,East,8
C02371,East,5
C02372,Central,9
C02373,Central,2
C02374,Central,8
C02375,East,3
C02376,West,7
C02377,East,9
C02378,East,5
C02379,North,8
C02380,Central,4
C02381,South,1
C02382,Central,1
C02383,West,6
C02384,West,8
C02385,Central,10
C02386,Central,2
C02387,East,4
C02388,South,3
C02389,East,9
C02390,North,3
C02391,North,8
C02392,West,7
C02393,West,1
C02394,South,8
C02395,West,9
C02396,North,8
C02397,South,10
C02398,North,10
C02399,Central,1
C02400,Central,7
C02401,South,9
C02402,East,5
C02403,West,2
C02404,South,8
C02405,West,9
C02406,North,7
C02407,East,5
C02408,West,8
C02409,Central,6
C02410,Central,4
C02411,North,1
C02412,South,6
C02413,West,8
C02414,North,3
C02415,Central,7
C02416,Central,7
C02417,Central,9
C02418,East,1
C02419,East,5
C02420,Central,8
C02421,South,3
C02422,East,5
C02423,West,1
C02424,East,9
C02425,West,4
C02426,East,5
C02427,Central,3
C02428,West,2
C02429,South,7
C02430,East,5
C02431,East,10
C02432,Central,3
C02433,West,2
C02434,Central,10
C02435,West,6
C02436,East,10
C02437,East,6
C02438,East,3
C02439,East,9
C02440,North,1
C02441,East,3
C02442,East,1
C02443,West,7
C02444,East,2
C02445,East,4
C02446,West,4
C02447,East,8
C02448,East,4
C02449,Central,3
C02450,North,10
C02451,West,3
C02452,Central,5
C02453,South,6
C02454,South,7
C02455,North,5
C02456,South,7
C02457,North,4
C02458,South,5
C02459,South,6
C02460,Central,9
C02461,South,6
C02462,North,10
C02463,East,1
C02464,East,7
C02465,East,3
C02466,North,6
C02467,North,2
C02468,East,7
C02469,South,1
C02470,East,2
C02471,West,9
C02472,North,9
C02473,West,7
C02474,West,2
C02475,North,5
C02476,East,4
C02477,Central,2
C02478,West,2
C02479,East,10
C02480,Central,8
C02481,West,5
C02482,East,8
C02483,West,2
C02484,East,2
C02485,South,3
C02486,South,10
C02487,North,8
C02488,Central,8
C02489,West,3
C02490,West,1
C02491,East,7
C02492,Central,4
C02493,West,3
C02494,Central,5
C02495,Central,6
C02496,South,1
C02497,West,9
C02498,West,6
C02499,North,3
C02500,Central,1
C02501,East,9
C02502,South,2
C02503,North,10
C02504,South,6
C02505,East,6
C02506,North,3
C02507,South,6
C02508,East,2
C02509,North,8
C02510,East,1
C02511,North,6
C02512,West,1
C02513,West,9
C02514,South,9
C02515,Central,6
C02516,Central,6
C02517,East,9
C02518,North,5
C02519,West,9
C02520,Central,5
C02521,West,4
C02522,East,2
C02523,East,2
C02524,North,1
C02525,Central,10
C02526,East,3
C02527,East,1
C02528,West,6
C02529,South,7
C02530,Central,9
C02531,North,7
C02532,North,4
C02533,West,4
C02534,North,8
C02535,East,4
C02536,Central,1
C02537,North,9
C02538,Central,3
C02539,North,1
C02540,South,9
C02541,South,10
C02542,Central,10
C02543,South,5
C02544,South,9
C02545,East,3
C02546,North,6
C02547,South,7
C02548,Central,5
C02549,East,8
C02550,South,10
C02551,Central,6
C02552,North,6
C02553,South,7
C02554,Central,8
C02555,Central,2
C02556,West,7
C02557,Central,9
C02558,West,1
C02559,North,1
C02560,North,7
C02561,East,5
C02562,West,1
C02563,Central,1
C02564,East,2
C02565,East,10
C02566,North,9
C02567,Central,3
C02568,West,9
C02569,North,6
C02570,East,10
C02571,South,6
C02572,East,7
C02573,South,10
C02574,North,8
C02575,West,3
C02576,Central,8
C02577,South,6
C02578,Central,6
C02579,North,3
C02580,North,6
C02581,North,8
C02582,West,7
C02583,South,10
C02584,Central,10
C02585,East,7
C02586,North,3
C02587,Central,10
C02588,Central,3
C02589,West,5
C02590,South,5
C02591,West,9
C02592,West,9
C02593,Central,10
C02594,South,5
C02595,South,5
C02596,South,6
C02597,North,8
C02598,South,6
C02599,Central,6
C02600,North,9
C02601,East,1
C02602,West,4
C02603,South,10
C02604,East,10
C02605,South,2
C02606,West,9
C02607,Central,3
C02608,Central,10
C02609,West,2
C02610,East,8
C02611,North,4
C02612,North,2
C02613,South,4
C02614,West,7
C02615,West,7
C02616,North,1
C02617,East,1
C02618,West,3
C02619,Central,2
C02620,Central,3
C02621,West,4
C02622,East,7
C02623,Central,2
C02624,East,7
C02625,North,5
C02626,South,8
C02627,North,8
C02628,South,5
C02629,Central,10
C02630,South,8
C02631,South,9
C02632,West,7
C02633,South,6
C02634,West,7
C02635,South,7
C02636,West,3
C02637,Central,6
C02638,Central,6
C02639,South,9
C02640,East,1
C02641,Central,7
C02642,North,1
C02643,North,10
C02644,West,4
C02645,East,7
C02646,West,6
C02647,South,6
C02648,Central,5
C02649,East,7
C02650,West,9
C02651,West,6
C02652,North,10
C02653,South,7
C02654,West,9
C02655,North,7
C02656,East,6
C02657,West,3
C02658,North,1
C02659,South,10
C02660,Central,9
C02661,East,7
C02662,West,3
C02663,North,10
C02664,West,9
C02665,Central,3
C02666,West,3
C02667,West,7
C02668,North,2
C02669,Central,10
C02670,East,7
C02671,North,7
C02672,Central,1
C02673,Central,10
C02674,West,2
C02675,South,5
C02676,South,4
C02677,East,3
C02678,West,10
C02679,South,8
C02680,North,7
C02681,East,9
C02682,West,3
C02683,North,10
C02684,South,1
C02685,South,9
C02686,South,9
C02687,South,1
C02688,Central,8
C02689,East,10
C02690,East,1
C02691,South,6
C02692,East,9
C02693,North,3
C02694,North,6
C02695,East,3
C02696,South,5
C02697,West,7
C02698,South,10
C02699,Central,4
C02700,West,4
C02701,Central,7
C02702,East,5
C02703,Central,1
C02704,East,10
C02705,Central,2
C02706,West,6
C02707,Central,9
C02708,South,7
C02709,East,4
C02710,North,2
C02711,Central,4
C02712,East,5
C02713,North,2
C02714,East,1
C02715,East,4
C02716,North,6
C02717,North,1
C02718,West,1
C02719,Central,9
C02720,Central,5
C02721,East,2
C02722,South,2
C02723,South,4
C02724,East,2
C02725,West,4
C02726,North,6
C02727,East,7
C02728,Central,6
C02729,South,4
C02730,South,10
C02731,South,3
C02732,West,4
C02733,Central,5
C02734,West,4
C02735,North,3
C02736,East,1
C02737,East,3
C02738,South,5
C02739,South,6
C02740,North,4
C02741,West,1
C02742,Central,10
C02743,North,7
C02744,East,9
C02745,East,6
C02746,West,6
C02747,North,9
C02748,Central,4
C02749,North,5
C02750,North,5
C02751,West,5
C02752,Central,8
C02753,East,1
C02754,South,10
C02755,Central,10
C02756,East,3
C02757,West,8
C02758,Central,9
C02759,Central,2
C02760,East,4
C02761,East,8
C02762,North,5
C02763,North,1
C02764,Central,6
C02765,South,9
C02766,West,9
C02767,East,1
C02768,North,4
C02769,West,1
C02770,Central,7
C02771,East,3
C02772,East,2
C02773,North,8
C02774,South,9
C02775,East,7
C02776,South,6
C02777,West,10
C02778,East,6
C02779,East,9
C02780,South,5
C02781,North,5
C02782,Central,2
C02783,West,6
C02784,East,6
C02785,North,6
C02786,East,4
C02787,West,7
C02788,Central,9
C02789,East,1
C02790,South,3
C02791,North,10
C02792,Central,9
C02793,East,5
C02794,Central,6
C02795,South,8
C02796,East,9
C02797,Central,8
C02798,East,3
C02799,East,10
C02800,Central,1
C02801,East,5
C02802,South,7
C02803,Central,2
C02804,Central,1
C02805,South,4
C02806,South,3
C02807,South,4
C02808,East,1
C02809,East,2
C02810,West,1
C02811,East,3
C02812,South,4
C02813,West,1
C02814,South,6
C02815,North,2
C02816,Central,10
C02817,North,5
C02818,South,8
C02819,East,4
C02820,Central,5
C02821,East,9
C02822,East,2
C02823,Central,2
C02824,Central,6
C02825,North,6
C02826,South,3
C02827,East,9
C02828,South,1
C02829,South,3
C02830,West,8
C02831,North,8
C02832,East,4
C02833,Central,8
C02834,Central,10
C02835,South,8
C02836,North,1
C02837,North,3
C02838,East,1
C02839,East,2
C02840,South,4
C02841,South,3
C02842,South,6
C02843,West,5
C02844,North,5
C02845,South,10
C02846,North,7
C02847,Central,7
C02848,Central,9
C02849,North,8
C02850,Central,3
C02851,Central,2
C02852,Central,1
C02853,East,10
C02854,East,6
C02855,North,4
C02856,North,3
C02857,West,2
C02858,East,2
C02859,North,4
C02860,East,1
C02861,West,6
C02862,North,10
C02863,North,5
C02864,North,10
C02865,North,9
C02866,South,2
C02867,East,9
C02868,East,9
C02869,East,10
C02870,West,9
C02871,South,10
C02872,East,10
C02873,East,4
C02874,North,5
C02875,North,8
C02876,North,8
C02877,East,1
C02878,North,10
C02879,East,1
C02880,West,10
C02881,West,6
C02882,Central,7
C02883,South,2
C02884,North,2
C02885,North,5
C02886,South,9
C02887,South,5
C02888,Central,8
C02889,South,8
C02890,East,5
C02891,North,8
C02892,South,8
C02893,East,5
C02894,South,5
C02895,East,4
C02896,West,1
C02897,East,9
C02898,Central,2
C02899,East,1
C02900,South,6
C02901,West,5
C02902,West,1
C02903,East,7
C02904,South,7
C02905,West,3
C02906,East,8
C02907,East,6
C02908,East,4
C02909,West,10
C02910,North,10
C02911,South,10
C02912,Central,3
C02913,Central,1
C02914,South,2
C02915,North,2
C02916,South,5
C02917,East,4
C02918,South,2
C02919,South,9
C02920,West,7
C02921,Central,8
C02922,Central,8
C02923,East,2
C02924,East,5
C02925,West,3
C02926,East,10
C02927,North,9
C02928,West,9
C02929,West,6
C02930,South,4
C02931,South,8
C02932,North,5
C02933,West,3
C02934,West,8
C02935,South,6
C02936,Central,5
C02937,Central,1
C02938,South,3
C02939,East,7
C02940,West,3
C02941,North,1
C02942,Central,8
C02943,East,7
C02944,West,5
C02945,East,10
C02946,West,5
C02947,West,6
C02948,South,7
C02949,South,3
C02950,North,4
C02951,North,1
C02952,East,7
C02953,South,10
C02954,West,2
C02955,South,7
C02956,West,6
C02957,South,4
C02958,West,2
C02959,East,7
C02960,South,7
C02961,Central,5
C02962,Central,9
C02963,West,3
C02964,East,9
C02965,West,5
C02966,East,2
C02967,North,9
C02968,South,1
C02969,East,1
C02970,West,7
C02971,North,3
C02972,West,8
C02973,Central,7
C02974,Central,7
C02975,South,1
C02976,South,1
C02977,North,2
C02978,Central,2
C02979,East,5
C02980,Central,9
C02981,South,7
C02982,West,2
C02983,North,5
C02984,Central,5
C02985,East,8
C02986,East,9
C02987,East,8
C02988,North,2
C02989,East,4
C02990,East,2
C02991,Central,6
C02992,North,4
C02993,West,7
C02994,West,2
C02995,East,9
C02996,South,5
C02997,North,1
C02998,South,3
C02999,North,4
C03000,North,3
C03001,Central,6
C03002,East,6
C03003,Central,10
C03004,South,7
C03005,South,9
C03006,West,10
C03007,Central,9
C03008,Central,7
C03009,Central,1
C03010,West,3
C03011,Central,5
C03012,Central,10
C03013,Central,6
C03014,Central,6
C03015,South,5
C03016,East,6
C03017,South,9
C03018,Central,1
C03019,North,1
C03020,North,9
C03021,West,8
C03022,South,9
C03023,West,7
C03024,West,10
C03025,North,6
C03026,South,9
C03027,East,2
C03028,South,4
C03029,West,2
C03030,Central,6
C03031,West,1
C03032,South,7
C03033,North,7
C03034,South,7
C03035,East,4
C03036,Central,8
C03037,Central,5
C03038,West,2
C03039,South,5
C03040,North,10
C03041,East,9
C03042,West,10
C03043,South,1
C03044,North,2
C03045,South,10
C03046,North,8
C03047,South,5
C03048,South,9
C03049,West,6
C03050,South,8
C03051,South,1
C03052,West,9
C03053,West,9
C03054,Central,3
C03055,Central,1
C03056,West,8
C03057,East,8
C03058,North,9
C03059,West,6
C03060,Central,9
C03061,South,10
C03062,West,9
C03063,West,4
C03064,Central,5
C03065,Central,6
C03066,East,6
C03067,Central,10
C03068,Central,2
C03069,Central,4
C03070,South,9
C03071,West,7
C03072,West,9
C03073,Central,6
C03074,East,7
C03075,Central,9
C03076,East,4
C03077,West,9
C03078,East,3
C03079,East,8
C03080,North,3
C03081,East,3
C03082,East,3
C03083,South,9
C03084,West,10
C03085,Central,3
C03086,North,6
C03087,East,4
C03088,South,2
C03089,South,3
C03090,Central,5
C03091,Central,10
C03092,West,4
C03093,East,5
C03094,South,1
C03095,North,4
C03096,West,10
C03097,East,3
C03098,Central,2
C03099,East,7
C03100,Central,10
C03101,East,9
C03102,North,1
C03103,West,7
C03104,Central,1
C03105,North,5
C03106,South,1
C03107,North,3
C03108,North,8
C03109,North,4
C03110,Central,1
C03111,South,1
C03112,West,8
C03113,North,8
C03114,Central,4
C03115,Central,4
C03116,West,10
C03117,East,2
C03118,South,2
C03119,South,6
C03120,North,8
C03121,East,7
C03122,South,7
C03123,North,3
C03124,East,2
C03125,Central,10
C03126,North,7
C03127,East,4
C03128,West,1
C03129,South,1
C03130,North,4
C03131,Central,5
C03132,North,5
C03133,South,1
C03134,South,3
C03135,East,6
C03136,Central,10
C03137,East,7
C03138,Central,1
C03139,North,8
C03140,North,4
C03141,East,9
C03142,West,6
C03143,South,1
C03144,East,2
C03145,East,3
C03146,North,2
C03147,South,10
C03148,East,7
C03149,North,1
C03150,North,9
C03151,East,2
C03152,East,4
C03153,North,8
C03154,East,3
C03155,South,9
C03156,North,7
C03157,North,10
C03158,East,3
C03159,East,3
C03160,East,5
C03161,South,5
C03162,North,10
C03163,West,5
C03164,South,9
C03165,South,9
C03166,North,6
C03167,West,7
C03168,North,10
C03169,South,8
C03170,East,9
C03171,North,6
C03172,North,8
C03173,East,2
C03174,West,10
C03175,West,8
C03176,North,2
C03177,East,8
C03178,North,2
C03179,East,3
C03180,South,7
C03181,East,9
C03182,North,3
C03183,Central,5
C03184,West,9
C03185,North,7
C03186,East,2
C03187,East,5
C03188,West,5
C03189,North,9
C03190,Central,2
C03191,South,1
C03192,Central,4
C03193,South,4
C03194,South,1
C03195,North,10
C03196,South,7
C03197,East,2
C03198,South,9
C03199,South,7
C03200,West,7
C03201,West,1
C03202,North,9
C03203,North,10
C03204,East,9
C03205,West,2
C03206,Central,10
C03207,North,9
C03208,North,2
C03209,West,2
C03210,West,8
C03211,East,3
C03212,West,3
C03213,South,7
C03214,Central,10
C03215,South,6
C03216,South,7
C03217,South,6
C03218,North,9
C03219,South,2
C03220,North,8
C03221,West,6
C03222,Central,4
C03223,Central,6
C03224,South,6
C03225,Central,10
C03226,North,3
C03227,West,8
C03228,South,5
C03229,East,10
C03230,Central,4
C03231,Central,2
C03232,South,10
C03233,Central,1
C03234,Central,7
C03235,East,10
C03236,North,3
C03237,South,3
C03238,South,3
C03239,East,10
C03240,East,3
C03241,North,2
C03242,West,6
C03243,South,10
C03244,Central,3
C03245,North,1
C03246,South,10
C03247,North,9
C03248,West,6
C03249,South,6
C03250,Central,10
C03251,South,9
C03252,North,2
C03253,West,10
C03254,North,9
C03255,North,3
C03256,East,3
C03257,North,3
C03258,West,1
C03259,Central,10
C03260,East,7
C03261,North,10
C03262,South,7
C03263,East,2
C03264,West,6
C03265,South,4
C03266,West,7
C03267,South,7
C03268,Central,4
C03269,West,3
C03270,South,7
C03271,West,9
C03272,East,4
C03273,West,6
C03274,West,7
C03275,South,10
C03276,West,3
C03277,Central,5
C03278,North,1
C03279,East,6
C03280,South,5
C03281,West,7
C03282,West,9
C03283,West,4
C03284,East,9
C03285,North,6
C03286,Central,5
C03287,Central,2
C03288,South,1
C03289,North,8
C03290,North,6
C03291,East,7
C03292,West,6
C03293,North,10
C03294,West,7
C03295,East,9
C03296,South,5
C03297,South,1
C03298,West,1
C03299,West,9
C03300,North,5
C03301,East,2
C03302,South,3
C03303,North,1
C03304,Central,6
C03305,North,6
C03306,West,3
C03307,Central,3
C03308,North,7
C03309,East,1
C03310,South,5
C03311,Central,3
C03312,East,5
C03313,North,4
C03314,West,6
C03315,West,9
C03316,East,2
C03317,West,10
C03318,South,8
C03319,East,2
C03320,East,4
C03321,West,9
C03322,East,4
C03323,North,7
C03324,Central,5
C03325,Central,2
C03326,West,8
C03327,South,10
C03328,South,10
C03329,West,2
C03330,West,3
C03331,East,10
C03332,South,7
C03333,Central,5
C03334,West,10
C03335,Central,3
C03336,Central,2
C03337,South,6
C03338,Central,10
C03339,East,1
C03340,East,8
C03341,South,5
C03342,East,5
C03343,West,2
C03344,South,7
C03345,Central,5
C03346,West,8
C03347,South,5
C03348,Central,9
C03349,Central,5
C03350,Central,3
C03351,Central,2
C03352,Central,5
C03353,South,10
C03354,East,10
C03355,Central,5
C03356,West,6
C03357,South,2
C03358,North,5
C03359,East,1
C03360,West,3
C03361,Central,3
C03362,South,3
C03363,South,3
C03364,Central,8
C03365,West,1
C03366,South,6
C03367,East,6
C03368,West,1
C03369,Central,1
C03370,West,3
C03371,West,8
C03372,North,6
C03373,Central,4
C03374,East,5
C03375,Central,10
C03376,North,3
C03377,Central,6
C03378,Central,6
C03379,East,6
C03380,North,9
C03381,Central,10
C03382,Central,8
C03383,South,6
C03384,Central,2
C03385,East,4
C03386,South,6
C03387,North,9
C03388,West,2
C03389,East,6
C03390,North,10
C03391,South,10
C03392,West,10
C03393,North,7
C03394,East,8
C03395,South,9
C03396,East,5
C03397,East,9
C03398,South,9
C03399,Central,7
